,index_No,PB,PlayerId,Level,PlayerTeam,LR,pos1,pos2,#,Name,Player,pt_No,pt,num_pt,pt_rate,spdP,SpinRate,pitY,pitX,AtBox,AVE,SLG,spdB_ave,spdB_max,brzY_ave,num_pt(Z-in),SWG(Z-in),MISS(Z-in),num_pt(Z-out),SWG(Z-out),MISS(Z-out)
1569,277.0,Pitcher,53955155,NPM,MIN_BAY,Right,投手,中継ぎ,#49,クリスキー,"Kriske, Brooks",9,all,125,1.0,146.0116022176,2194.847318904,40.055894284800004,11.156373927999999,18,0.1111111111111111,0.1111111111111111,136.8054835,157.72835120000002,44.445962,55,0.7272727272727273,0.325,70,0.18571428571428572,0.7692307692307693
1570,277.0,Pitcher,53955155,NPB,BAY_STA,Right,投手,中継ぎ,#49,クリスキー,"Kriske, Brooks",9,all,15,1.0,137.47353904666664,2188.9814638000003,28.765715053333338,-13.704131426666665,3,0.3333333333333333,0.6666666666666666,137.70226423333332,155.6535442,31.358791,10,0.5,0.0,5,0.0,
1571,278.0,Pitcher,21225130,NPM,MIN_GIA,Left,投手,中継ぎ,#50,戸根　千明,"Tone, Chiaki",0,Fastball,83,0.538961038961039,145.88953975180723,2383.4163193253007,40.4250061373494,-45.3573645060241,18,0.3333333333333333,0.6666666666666666,140.06961252666667,162.7810142,64.902602,44,0.7272727272727273,0.125,39,0.20512820512820512,0.25
1572,278.0,Pitcher,21225130,NPM,MIN_GIA,Left,投手,中継ぎ,#50,戸根　千明,"Tone, Chiaki",1,Sinker,4,0.025974025974025976,143.262996275,2190.3877592500003,33.625193100000004,-53.70459795000001,1,0.0,0.0,103.7979719,103.7979719,-3.043665,2,1.0,0.0,2,0.5,1.0
1573,278.0,Pitcher,21225130,NPM,MIN_GIA,Left,投手,中継ぎ,#50,戸根　千明,"Tone, Chiaki",3,Slider,37,0.24025974025974026,124.25126917567569,2361.2145419459457,-9.207817843243246,32.48731943783783,9,0.3333333333333333,0.5555555555555556,137.81707065,148.51799200000002,42.163226,13,0.6923076923076923,0.0,24,0.2916666666666667,0.42857142857142855
1574,278.0,Pitcher,21225130,NPM,MIN_GIA,Left,投手,中継ぎ,#50,戸根　千明,"Tone, Chiaki",4,Curveball,19,0.12337662337662338,118.12183684736846,2263.243198473684,-32.963128063157896,36.23269493684211,3,0.3333333333333333,0.3333333333333333,146.02666994999998,155.1381349,28.299427,5,0.4,0.0,14,0.14285714285714285,0.5
1575,278.0,Pitcher,21225130,NPM,MIN_GIA,Left,投手,中継ぎ,#50,戸根　千明,"Tone, Chiaki",6,ChangeUp,11,0.07142857142857142,125.96920432727273,1908.545538545455,3.5632459272727277,-50.066988327272725,2,0.5,0.5,149.37399680000001,149.37399680000001,3.055734,1,1.0,0.0,10,0.2,1.0
1576,278.0,Pitcher,21225130,NPM,MIN_GIA,Left,投手,中継ぎ,#50,戸根　千明,"Tone, Chiaki",9,all,154,1.0,135.77374605000003,2324.3225018701296,16.636255153246754,-17.141327885714286,33,0.3333333333333333,0.5757575757575758,138.92687681600003,162.7810142,64.902602,65,0.7076923076923077,0.08695652173913043,89,0.2247191011235955,0.45
1577,279.0,Pitcher,21425138,NPM,MIN_HAW,Right,投手,中継ぎ,#50,板東　湧梧,"Bandoh, Yugo",0,Fastball,12,0.46153846153846156,146.52710625,2363.7819520000003,47.075096349999995,24.445798200000002,3,0.0,0.0,128.77948055000002,134.3325557,56.401421,7,1.0,0.14285714285714285,5,0.4,0.5
1578,279.0,Pitcher,21425138,NPB,SOF_HAW,Right,投手,中継ぎ,#50,板東　湧梧,"Bandoh, Yugo",0,Fastball,24,0.47058823529411764,147.5804661916667,2446.2751637916667,50.93119205833333,27.301500091666668,5,0.6,1.2,142.55222152500002,177.1146027,31.288408,10,0.8,0.25,14,0.2857142857142857,0.0
1579,279.0,Pitcher,21425138,NPB,SOF_HAW,Right,投手,中継ぎ,#50,板東　湧梧,"Bandoh, Yugo",1,Sinker,2,0.0392156862745098,146.75086405000002,2059.280332,42.4434762,33.4618203,2,0.0,0.0,136.52436945,157.40765530000002,67.03337,2,1.0,0.0,0,,
1580,279.0,Pitcher,21425138,NPM,MIN_HAW,Right,投手,中継ぎ,#50,板東　湧梧,"Bandoh, Yugo",2,Cutter,5,0.19230769230769232,138.36946970000002,2398.2341342,22.23610996,1.2839953999999998,0,,,,,,2,1.0,0.5,3,0.0,
1581,279.0,Pitcher,21425138,NPB,SOF_HAW,Right,投手,中継ぎ,#50,板東　湧梧,"Bandoh, Yugo",2,Cutter,9,0.17647058823529413,140.4461782888889,2441.557973777778,27.00585855555556,-0.3006569777777778,4,0.0,0.0,134.23021605000002,159.48996490000002,45.139375,5,1.0,0.2,4,0.0,
1582,279.0,Pitcher,21425138,NPM,MIN_HAW,Right,投手,中継ぎ,#50,板東　湧梧,"Bandoh, Yugo",4,Curveball,4,0.15384615384615385,110.31704302500002,2340.0924724999995,-56.5576339,-17.655533650000002,0,,,,,,1,0.0,,3,0.3333333333333333,0.0
1583,279.0,Pitcher,21425138,NPB,SOF_HAW,Right,投手,中継ぎ,#50,板東　湧梧,"Bandoh, Yugo",4,Curveball,9,0.17647058823529413,109.40052861111111,2394.674699888889,-58.41460955555556,-20.108765133333332,1,0.0,0.0,152.9840676,152.9840676,21.248265,4,0.5,0.0,5,0.0,
1584,279.0,Pitcher,21425138,NPM,MIN_HAW,Right,投手,中継ぎ,#50,板東　湧梧,"Bandoh, Yugo",5,Splitter,5,0.19230769230769232,137.14723176,1485.5289861999997,14.45099472,23.5070142,3,0.0,0.0,131.29475135,148.5485337,70.252687,2,0.5,0.0,3,0.3333333333333333,0.0
1585,279.0,Pitcher,21425138,NPB,SOF_HAW,Right,投手,中継ぎ,#50,板東　湧梧,"Bandoh, Yugo",5,Splitter,7,0.13725490196078433,137.7430969,1615.1073572857144,18.84492402857143,34.45771982857143,2,0.0,0.0,,,,2,0.0,,5,0.4,1.0
1586,279.0,Pitcher,21425138,NPM,MIN_HAW,Right,投手,中継ぎ,#50,板東　湧梧,"Bandoh, Yugo",9,all,26,1.0,137.58372901538462,2197.8680352307692,20.081005538461536,13.333941992307693,6,0.0,0.0,130.03711595000001,148.5485337,70.252687,12,0.8333333333333334,0.2,14,0.2857142857142857,0.25
1587,279.0,Pitcher,21425138,NPB,SOF_HAW,Right,投手,中継ぎ,#50,板東　湧梧,"Bandoh, Yugo",9,all,51,1.0,138.20107759019606,2307.0786305686274,22.6759072745098,15.287821227450983,14,0.21428571428571427,0.42857142857142855,139.37841425454545,177.1146027,67.03337,23,0.7391304347826086,0.17647058823529413,28,0.21428571428571427,0.3333333333333333
1588,280.0,Pitcher,71175132,NPB,HAN_TIG,Right,投手,先発,#50,青柳　晃洋,"Aoyagi, Koyo",0,Fastball,18,0.18947368421052632,143.3115355388889,2541.6866157777777,14.697999277777777,44.5956055,6,0.16666666666666666,0.16666666666666666,138.79621227500002,159.0618015,39.929667,11,0.7272727272727273,0.0,7,0.14285714285714285,1.0
1589,280.0,Pitcher,71175132,NPM,MIN_TIG,Right,投手,先発,#50,青柳　晃洋,"Aoyagi, Koyo",0,Fastball,5,0.14705882352941177,142.02556074,2457.6922416,13.3492494,45.96492712,0,,,,,,3,1.0,0.0,2,0.0,
1590,280.0,Batter,71175132,NPB,HAN_TIG,Right,投手,先発,#50,青柳　晃洋,"Aoyagi, Koyo",0,Fastball,3,0.375,144.15472563333336,2486.1985063333336,49.31952713333334,35.300217266666664,0,,,,,,2,0.5,0.0,1,0.0,
1591,280.0,Pitcher,71175132,NPB,HAN_TIG,Right,投手,先発,#50,青柳　晃洋,"Aoyagi, Koyo",1,Sinker,32,0.3368421052631579,142.432792228125,2241.55949584375,-8.13670664375,50.715719625,9,0.4444444444444444,0.4444444444444444,141.38656945,170.8484827,49.271037,17,0.6470588235294118,0.09090909090909091,15,0.5333333333333333,0.5
1592,280.0,Pitcher,71175132,NPM,MIN_TIG,Right,投手,先発,#50,青柳　晃洋,"Aoyagi, Koyo",1,Sinker,15,0.4411764705882353,139.44548851333332,2147.7562389333334,-2.6300599333333334,48.58003322666666,4,0.0,0.0,124.55978325,137.5576594,-6.209379,5,1.0,0.0,10,0.4,0.0
1593,280.0,Pitcher,71175132,NPB,HAN_TIG,Right,投手,先発,#50,青柳　晃洋,"Aoyagi, Koyo",2,Cutter,8,0.08421052631578947,133.6786079125,2534.6058438749997,10.283129675000001,0.8921115,3,0.0,0.0,102.86115046666669,144.40988380000002,65.479704,2,1.0,0.0,6,0.5,0.3333333333333333
1594,280.0,Pitcher,71175132,NPM,MIN_TIG,Right,投手,先発,#50,青柳　晃洋,"Aoyagi, Koyo",2,Cutter,4,0.11764705882352941,132.78396915000002,2396.762632,6.646633899999999,4.2692447,0,,,,,,1,1.0,0.0,3,0.3333333333333333,0.0
1595,280.0,Batter,71175132,NPB,HAN_TIG,Right,投手,先発,#50,青柳　晃洋,"Aoyagi, Koyo",2,Cutter,2,0.25,135.5714346,2443.090558,10.2171119,3.6708969000000002,0,,,,,,1,1.0,0.0,1,0.0,
1596,280.0,Pitcher,71175132,NPB,HAN_TIG,Right,投手,先発,#50,青柳　晃洋,"Aoyagi, Koyo",3,Slider,22,0.23157894736842105,125.80967089090909,2513.7532429090907,2.4551270545454544,-54.066343018181826,5,0.2,0.2,98.81083053333333,140.4405415,32.540494,6,0.3333333333333333,0.0,16,0.1875,1.0
1597,280.0,Pitcher,71175132,NPM,MIN_TIG,Right,投手,先発,#50,青柳　晃洋,"Aoyagi, Koyo",3,Slider,9,0.2647058823529412,123.44230461111111,2373.039602111111,4.158905688888889,-54.40989315555555,3,0.0,0.0,,,,2,0.0,,7,0.14285714285714285,1.0
1598,280.0,Batter,71175132,NPB,HAN_TIG,Right,投手,先発,#50,青柳　晃洋,"Aoyagi, Koyo",3,Slider,3,0.375,133.14786940000002,2820.3302573333335,3.2422676666666668,-38.16318673333333,2,0.0,0.0,,,,2,0.5,1.0,1,1.0,1.0
1599,280.0,Pitcher,71175132,NPB,HAN_TIG,Right,投手,先発,#50,青柳　晃洋,"Aoyagi, Koyo",4,Curveball,2,0.021052631578947368,110.3824855,2225.759044,12.044705400000002,-53.571432099999996,1,0.0,0.0,116.3258649,116.3258649,33.253705,0,,,2,0.5,0.0
1600,280.0,Pitcher,71175132,NPM,MIN_TIG,Right,投手,先発,#50,青柳　晃洋,"Aoyagi, Koyo",4,Curveball,1,0.029411764705882353,110.77279780000002,2041.74838,1.7184116,-51.4998208,0,,,,,,0,,,1,0.0,
1601,280.0,Pitcher,71175132,NPB,HAN_TIG,Right,投手,先発,#50,青柳　晃洋,"Aoyagi, Koyo",6,ChangeUp,13,0.1368421052631579,129.82707968461534,2174.369868615385,-0.887184876923077,53.3291034,3,0.3333333333333333,0.3333333333333333,124.83082943333334,145.818505,14.065753,1,0.0,,12,0.4166666666666667,0.4
1602,280.0,Pitcher,71175132,NPB,HAN_TIG,Right,投手,先発,#50,青柳　晃洋,"Aoyagi, Koyo",9,all,95,1.0,135.61279600842107,2376.6106044842104,1.610770677894737,19.257228974736844,27,0.25925925925925924,0.25925925925925924,126.45962276818183,170.8484827,65.479704,37,0.6216216216216216,0.043478260869565216,58,0.3620689655172414,0.5238095238095238
1603,280.0,Pitcher,71175132,NPM,MIN_TIG,Right,投手,先発,#50,青柳　晃洋,"Aoyagi, Koyo",9,all,34,1.0,133.96175139117648,2279.145885852941,2.7361895999999994,12.776860400000002,7,0.0,0.0,124.55978325,137.5576594,-6.209379,11,0.8181818181818182,0.0,23,0.2608695652173913,0.16666666666666666
1604,280.0,Batter,71175132,NPB,HAN_TIG,Right,投手,先発,#50,青柳　晃洋,"Aoyagi, Koyo",9,all,8,1.0,137.88133178750002,2600.720925875,22.264951025000002,-0.15588932499999952,2,0.0,0.0,,,,5,0.6,0.3333333333333333,3,0.3333333333333333,1.0
1605,281.0,Pitcher,1905136,NPB,CHU_DRA,Right,投手,先発,#50,清水　達也,"Shimizu, Tatsuya",0,Fastball,16,0.5161290322580645,149.21133749375002,2234.914000375,48.935860662500005,20.566408575,4,0.0,0.0,137.436446525,151.49766730000002,75.005372,6,1.0,0.16666666666666666,10,0.1,0.0
1606,281.0,Pitcher,1905136,NPB,CHU_DRA,Right,投手,先発,#50,清水　達也,"Shimizu, Tatsuya",2,Cutter,2,0.06451612903225806,139.4245349,2122.938379,10.1445568,4.0055038000000005,1,0.0,0.0,154.139629,154.139629,-5.201743,1,1.0,0.0,1,0.0,
1607,281.0,Pitcher,1905136,NPB,CHU_DRA,Right,投手,先発,#50,清水　達也,"Shimizu, Tatsuya",3,Slider,2,0.06451612903225806,126.10855495000001,2750.068652,-58.5281278,-11.3479072,0,,,,,,2,0.0,,0,,
1608,281.0,Pitcher,1905136,NPB,CHU_DRA,Right,投手,先発,#50,清水　達也,"Shimizu, Tatsuya",4,Curveball,1,0.03225806451612903,127.1253907,2858.403291,-60.2407228,-2.2460966,0,,,,,,0,,,1,0.0,
1609,281.0,Pitcher,1905136,NPB,CHU_DRA,Right,投手,先発,#50,清水　達也,"Shimizu, Tatsuya",5,Splitter,10,0.3225806451612903,141.29569944,1251.2178145,15.497728719999998,34.417683260000004,3,0.0,0.0,87.1445022,87.1445022,-77.935948,3,0.3333333333333333,0.0,7,0.42857142857142855,0.0
1610,281.0,Pitcher,1905136,NPB,CHU_DRA,Right,投手,先発,#50,清水　達也,"Shimizu, Tatsuya",9,all,31,1.0,143.82354724838714,1963.7167581935482,25.19171590322581,21.171240851612904,8,0.0,0.0,131.83831955000002,154.139629,75.005372,12,0.6666666666666666,0.125,19,0.21052631578947367,0.0
1611,282.0,Pitcher,63965155,NPM,MIN_SWA,Left,投手,先発,#50,スアレス,"Suarez, Andrew",0,Fastball,57,0.57,147.7587417035088,2205.595015105263,53.238281021052636,-31.418216733333335,16,0.125,0.125,135.37151767999998,154.0642166,42.940966,40,0.8,0.34375,17,0.47058823529411764,0.375
1612,282.0,Batter,63965155,NPM,MIN_SWA,Left,投手,先発,#50,スアレス,"Suarez, Andrew",0,Fastball,7,0.7777777777777778,141.9522165,2155.2180564285713,41.712195685714285,29.79908405714286,1,1.0,1.0,147.9678067,147.9678067,10.115972,5,0.6,0.0,2,0.0,
1613,282.0,Pitcher,63965155,NPM,MIN_SWA,Left,投手,先発,#50,スアレス,"Suarez, Andrew",1,Sinker,4,0.04,145.8940784,2066.0909545,38.72103,-38.4465957,1,1.0,1.0,111.28577600000001,111.28577600000001,27.178608,0,,,4,0.5,0.5
1614,282.0,Pitcher,63965155,NPM,MIN_SWA,Left,投手,先発,#50,スアレス,"Suarez, Andrew",3,Slider,16,0.16,135.61437631875,2492.3303633125,0.05896927499999993,9.490827475,3,0.0,0.0,134.51486136666668,152.76396450000001,45.489461,9,0.5555555555555556,0.4,7,0.2857142857142857,0.0
1615,282.0,Batter,63965155,NPM,MIN_SWA,Left,投手,先発,#50,スアレス,"Suarez, Andrew",3,Slider,1,0.1111111111111111,123.0578062,2350.845362,19.0107062,-32.3101208,1,0.0,0.0,79.7834695,79.7834695,50.311044,1,1.0,0.0,0,,
1616,282.0,Pitcher,63965155,NPM,MIN_SWA,Left,投手,先発,#50,スアレス,"Suarez, Andrew",4,Curveball,9,0.09,122.97549763333333,2564.9449836666663,-26.8175232,33.59549344444444,2,0.0,0.0,111.22588400000001,116.8788033,1.602848,7,0.2857142857142857,0.0,2,0.5,0.0
1617,282.0,Batter,63965155,NPM,MIN_SWA,Left,投手,先発,#50,スアレス,"Suarez, Andrew",4,Curveball,1,0.1111111111111111,112.736547,2586.94939,-16.957421,-49.7226336,0,,,,,,1,1.0,0.0,0,,
1618,282.0,Pitcher,63965155,NPM,MIN_SWA,Left,投手,先発,#50,スアレス,"Suarez, Andrew",6,ChangeUp,14,0.14,134.99132055,2203.0421057857143,42.791082457142856,-41.60902995714285,5,0.2,0.2,141.02861815,144.70267840000002,32.649552,7,0.7142857142857143,0.8,7,0.7142857142857143,0.6
1619,282.0,Pitcher,63965155,NPM,MIN_SWA,Left,投手,先発,#50,スアレス,"Suarez, Andrew",9,all,100,1.0,141.723125782,2277.87659826,35.481270922,-20.729384754,27,0.14814814814814814,0.14814814814814814,131.8363634,154.0642166,45.489461,63,0.6984126984126984,0.38636363636363635,37,0.4864864864864865,0.3888888888888889
1620,282.0,Batter,63965155,NPM,MIN_SWA,Left,投手,先発,#50,スアレス,"Suarez, Andrew",9,all,9,1.0,136.60665207777777,2224.9245718888887,32.67096166666667,14.06231488888889,2,0.5,0.5,113.8756381,147.9678067,50.311044,7,0.7142857142857143,0.0,2,0.0,
1621,283.0,Pitcher,61165130,NPM,MIN_FIG,Right,投手,中継ぎ,#51,石川　直也,"Ishikawa, Naoya",0,Fastball,46,0.5542168674698795,145.5545798,2297.71906273913,61.63772611304347,27.725784130434782,10,0.1,0.1,128.15878691000003,160.0745398,67.35963,25,0.84,0.19047619047619047,21,0.2857142857142857,0.0
1622,283.0,Pitcher,61165130,NPM,MIN_FIG,Right,投手,中継ぎ,#51,石川　直也,"Ishikawa, Naoya",4,Curveball,12,0.14457831325301204,119.03465635833334,2219.4082620000004,-38.83451085,-11.648120383333334,0,,,,,,6,0.3333333333333333,0.0,6,0.0,
1623,283.0,Pitcher,61165130,NPM,MIN_FIG,Right,投手,中継ぎ,#51,石川　直也,"Ishikawa, Naoya",5,Splitter,25,0.30120481927710846,131.90786994,1334.7756403199999,16.5636448,31.542511464,6,0.16666666666666666,0.16666666666666666,118.06682230000001,137.23554670000001,0.130837,6,0.3333333333333333,0.0,19,0.5789473684210527,0.7272727272727273
1624,283.0,Pitcher,61165130,NPM,MIN_FIG,Right,投手,中継ぎ,#51,石川　直也,"Ishikawa, Naoya",9,all,83,1.0,137.6099192240964,1996.3538197349396,33.53508904819277,23.18278809638554,16,0.125,0.125,125.82987200000001,160.0745398,67.35963,37,0.6756756756756757,0.16,46,0.3695652173913043,0.47058823529411764
1625,284.0,Pitcher,11415151,NPM,MIN_EAG,Right,投手,中継ぎ,#52,津留﨑　大成,"Tsurusaki, Taisei",0,Fastball,18,0.4186046511627907,145.65180828333334,2153.910634111111,58.035157544444445,21.525831133333337,2,0.0,0.0,120.91170840000002,120.91170840000002,31.414563,8,0.875,0.2857142857142857,10,0.0,
1626,284.0,Pitcher,11415151,NPB,TOH_GOL,Right,投手,中継ぎ,#52,津留﨑　大成,"Tsurusaki, Taisei",0,Fastball,7,0.5,147.3605975,2090.3746185714285,55.03921645714286,12.441007085714288,2,0.5,0.5,86.13041150000001,86.13041150000001,51.545312,3,0.6666666666666666,0.0,4,0.75,0.3333333333333333
1627,284.0,Pitcher,11415151,NPM,MIN_EAG,Right,投手,中継ぎ,#52,津留﨑　大成,"Tsurusaki, Taisei",2,Cutter,16,0.37209302325581395,138.7017576,2273.872256625,24.5923990625,-5.184746425,1,1.0,1.0,159.08546850000002,159.08546850000002,12.113026,7,0.7142857142857143,0.2,9,0.4444444444444444,0.5
1628,284.0,Pitcher,11415151,NPB,TOH_GOL,Right,投手,中継ぎ,#52,津留﨑　大成,"Tsurusaki, Taisei",2,Cutter,5,0.35714285714285715,140.94211768,2285.1320602,19.20300452,-8.9846658,0,,,,,,3,0.3333333333333333,0.0,2,0.0,
1629,284.0,Pitcher,11415151,NPM,MIN_EAG,Right,投手,中継ぎ,#52,津留﨑　大成,"Tsurusaki, Taisei",4,Curveball,4,0.09302325581395349,116.50817727500001,2619.311619,-57.069348649999995,-3.5037268,0,,,,,,1,0.0,,3,0.0,
1630,284.0,Pitcher,11415151,NPB,TOH_GOL,Right,投手,中継ぎ,#52,津留﨑　大成,"Tsurusaki, Taisei",4,Curveball,2,0.14285714285714285,117.9486322,2748.402552,-57.296685,-3.1068518000000003,2,0.0,0.0,119.96023060000002,119.96023060000002,-27.244389,0,,,2,1.0,0.5
1631,284.0,Pitcher,11415151,NPM,MIN_EAG,Right,投手,中継ぎ,#52,津留﨑　大成,"Tsurusaki, Taisei",5,Splitter,5,0.11627906976744186,134.44600918,1551.0139488,19.217833040000002,24.10584968,2,0.5,0.5,102.19346200000001,102.19346200000001,-81.028162,1,1.0,0.0,4,0.25,0.0
1632,284.0,Pitcher,11415151,NPM,MIN_EAG,Right,投手,中継ぎ,#52,津留﨑　大成,"Tsurusaki, Taisei",9,all,43,1.0,139.0517075744186,2171.736366046511,30.37030212558139,9.5586827627907,5,0.4,0.4,127.39687963333336,159.08546850000002,31.414563,17,0.7647058823529411,0.23076923076923078,26,0.19230769230769232,0.4
1633,284.0,Pitcher,11415151,NPB,TOH_GOL,Right,投手,中継ぎ,#52,津留﨑　大成,"Tsurusaki, Taisei",9,all,14,1.0,140.86657395,2253.9348382142857,26.192583414285714,2.5678583571428564,4,0.25,0.25,103.04532105000001,119.96023060000002,51.545312,6,0.5,0.0,8,0.625,0.4
1634,285.0,Pitcher,1105134,NPB,HOK_FIG,Right,投手,先発,#52,池田　隆英,"Ikeda, Takahide",0,Fastball,13,0.52,147.93444502307693,2109.4816166923074,52.268289984615386,33.66180329230769,2,1.0,2.0,159.73855695000003,164.0951445,10.537776,8,0.875,0.14285714285714285,5,0.0,
1635,285.0,Pitcher,1105134,NPM,MIN_FIG,Right,投手,先発,#52,池田　隆英,"Ikeda, Takahide",0,Fastball,46,0.33093525179856115,144.86709824999997,2074.5938108043483,52.304331565217396,38.61468351304348,11,0.2727272727272727,0.6363636363636364,139.67922080000002,155.8514776,33.396283,25,0.76,0.2631578947368421,21,0.19047619047619047,0.25
1636,285.0,Pitcher,1105134,NPB,HOK_FIG,Right,投手,先発,#52,池田　隆英,"Ikeda, Takahide",1,Sinker,1,0.04,146.33542770000003,2009.603651,40.4884128,44.547536,0,,,,,,0,,,1,0.0,
1637,285.0,Pitcher,1105134,NPM,MIN_FIG,Right,投手,先発,#52,池田　隆英,"Ikeda, Takahide",1,Sinker,24,0.17266187050359713,143.21707974583333,1946.3410834166668,37.705572925,46.84700329166666,7,0.5714285714285714,0.7142857142857143,124.61925128333333,145.8369878,30.580817,16,0.6875,0.09090909090909091,8,0.5,0.25
1638,285.0,Pitcher,1105134,NPB,HOK_FIG,Right,投手,先発,#52,池田　隆英,"Ikeda, Takahide",2,Cutter,5,0.2,136.71328202,2044.51927,15.786247320000001,-2.15794336,2,0.0,0.0,130.6847948,150.47773229999999,5.072267,4,1.0,0.25,1,1.0,0.0
1639,285.0,Pitcher,1105134,NPM,MIN_FIG,Right,投手,先発,#52,池田　隆英,"Ikeda, Takahide",2,Cutter,28,0.2014388489208633,134.9607432,2021.3655255,19.3130043,6.878879707142857,6,0.6666666666666666,0.8333333333333334,123.3640282,160.3624561,20.075468,10,0.6,0.0,18,0.4444444444444444,0.625
1640,285.0,Pitcher,1105134,NPB,HOK_FIG,Right,投手,先発,#52,池田　隆英,"Ikeda, Takahide",3,Slider,5,0.2,122.14474622,2254.011333,-14.69209152,-43.20308352,0,,,,,,3,0.3333333333333333,0.0,2,0.0,
1641,285.0,Pitcher,1105134,NPM,MIN_FIG,Right,投手,先発,#52,池田　隆英,"Ikeda, Takahide",3,Slider,6,0.04316546762589928,127.80808436666668,2128.9630501666666,3.4327168666666665,-21.047312066666667,1,0.0,0.0,145.5867616,145.5867616,-7.106388,3,0.6666666666666666,0.0,3,0.0,
1642,285.0,Pitcher,1105134,NPM,MIN_FIG,Right,投手,先発,#52,池田　隆英,"Ikeda, Takahide",4,Curveball,12,0.08633093525179857,118.78182598333332,2242.556621,-20.3154153,-47.552370816666674,1,0.0,0.0,,,,4,0.25,0.0,8,0.125,1.0
1643,285.0,Pitcher,1105134,NPB,HOK_FIG,Right,投手,先発,#52,池田　隆英,"Ikeda, Takahide",5,Splitter,1,0.04,137.7469149,1376.58358,39.1155174,24.539422599999998,0,,,,,,0,,,1,0.0,
1644,285.0,Pitcher,1105134,NPM,MIN_FIG,Right,投手,先発,#52,池田　隆英,"Ikeda, Takahide",5,Splitter,13,0.09352517985611511,133.02075370769234,1351.89831,24.955400353846155,40.21801612307692,5,0.2,0.2,108.0241736,156.08980590000002,21.321126,3,1.0,0.0,10,0.4,0.75
1645,285.0,Pitcher,1105134,NPM,MIN_FIG,Right,投手,先発,#52,池田　隆英,"Ikeda, Takahide",6,ChangeUp,10,0.07194244604316546,126.71497755,1488.0901046,28.907747620000002,40.0168491,2,0.0,0.0,91.17444490000001,91.17444490000001,-24.649132,4,0.75,0.3333333333333333,6,0.3333333333333333,0.0
1646,285.0,Pitcher,1105134,NPB,HOK_FIG,Right,投手,先発,#52,池田　隆英,"Ikeda, Takahide",9,all,25,1.0,140.06081076400002,2092.08405052,30.582499159999998,11.19541068,4,0.5,1.0,145.211675875,164.0951445,10.537776,15,0.8,0.16666666666666666,10,0.1,0.0
1647,285.0,Pitcher,1105134,NPM,MIN_FIG,Right,投手,先発,#52,池田　隆英,"Ikeda, Takahide",9,all,139,1.0,137.18451247985612,1948.789732676259,30.51802964748201,23.879874322302157,33,0.36363636363636365,0.5454545454545454,124.1642994,160.3624561,33.396283,65,0.6923076923076923,0.15555555555555556,74,0.3108108108108108,0.4782608695652174
1648,286.0,Pitcher,71675135,NPB,CHI_MAR,Right,投手,抑え,#52,益田　直也,"Masuda, Naoya",0,Fastball,76,0.6178861788617886,147.98329680657895,2500.7806059473683,45.27852661052632,36.935092834210515,13,0.3076923076923077,0.38461538461538464,139.73430385384617,168.1705536,86.362413,39,0.8717948717948718,0.08823529411764706,37,0.21621621621621623,0.125
1649,286.0,Pitcher,71675135,NPB,CHI_MAR,Right,投手,抑え,#52,益田　直也,"Masuda, Naoya",1,Sinker,10,0.08130081300813008,130.96293035000002,1418.8194861000002,-4.25645834,41.05740328,3,0.0,0.0,117.28200096666667,153.5008937,-0.583954,3,1.0,0.0,7,0.2857142857142857,0.5
1650,286.0,Pitcher,71675135,NPB,CHI_MAR,Right,投手,抑え,#52,益田　直也,"Masuda, Naoya",3,Slider,6,0.04878048780487805,133.26512838333335,2480.7904840000006,-9.0147267,-23.22319036666667,1,0.0,0.0,110.00965780000001,110.00965780000001,61.902058,1,1.0,0.0,5,0.2,0.0
1651,286.0,Pitcher,71675135,NPB,CHI_MAR,Right,投手,抑え,#52,益田　直也,"Masuda, Naoya",4,Curveball,1,0.008130081300813009,132.21210520000002,1462.848024,-6.0254134,40.0297142,0,,,,,,0,,,1,0.0,
1652,286.0,Pitcher,71675135,NPB,CHI_MAR,Right,投手,抑え,#52,益田　直也,"Masuda, Naoya",6,ChangeUp,30,0.24390243902439024,130.29401721000002,1406.540230966667,-4.389209746666667,40.13587265333333,8,0.0,0.0,142.2585213,155.37581920000002,29.759102,7,0.7142857142857143,0.4,23,0.34782608695652173,0.75
1653,286.0,Pitcher,71675135,NPB,CHI_MAR,Right,投手,抑え,#52,益田　直也,"Masuda, Naoya",9,all,123,1.0,141.4388882325203,2136.5147867479677,26.07165343902439,35.141527152845526,25,0.16,0.2,134.89045544210526,168.1705536,86.362413,50,0.86,0.11627906976744186,73,0.2602739726027397,0.42105263157894735
1654,288.0,Pitcher,3505155,NPM,MIN_BUF,Right,投手,先発,#52,横山　楓,"Yokoyama, Kaede",0,Fastball,42,0.75,145.71709033333332,2153.1736657619044,56.580106852380965,10.25912591904762,5,0.0,0.0,117.27446616666667,131.1147292,72.453972,24,0.6666666666666666,0.1875,18,0.0,
1655,288.0,Pitcher,3505155,NPM,MIN_BUF,Right,投手,先発,#52,横山　楓,"Yokoyama, Kaede",4,Curveball,1,0.017857142857142856,126.75955040000001,2153.781558,-23.5022136,1.4869922,0,,,,,,1,0.0,,0,,
