,index_No,PB,PlayerId,Level,PlayerTeam,LR,pos1,pos2,#,Name,Player,pt_No,pt,num_pt,pt_rate,spdP,SpinRate,pitY,pitX,AtBox,AVE,SLG,spdB_ave,spdB_max,brzY_ave,num_pt(Z-in),SWG(Z-in),MISS(Z-in),num_pt(Z-out),SWG(Z-out),MISS(Z-out)
17,6.0,Pitcher,21825130,NPB,ORI_BUF,Left,投手,先発,#11,山﨑　福也,"Yamasaki, Sachiya",0,Fastball,101,0.4855769230769231,142.87939675841582,2081.437391019802,47.209223376237624,-37.90372489504951,21,0.42857142857142855,0.5714285714285714,144.97679605294118,173.4966751,78.42253,53,0.6415094339622641,0.08823529411764706,48,0.22916666666666666,0.0
18,6.0,Pitcher,21825130,NPB,ORI_BUF,Left,投手,先発,#11,山﨑　福也,"Yamasaki, Sachiya",2,Cutter,22,0.10576923076923077,129.38132635909093,2216.1602380909094,17.227819009090908,-2.864524254545455,10,0.1,0.1,105.3814370875,137.7578951,87.060758,7,0.7142857142857143,0.0,15,0.4,0.16666666666666666
19,6.0,Pitcher,21825130,NPB,ORI_BUF,Left,投手,先発,#11,山﨑　福也,"Yamasaki, Sachiya",3,Slider,20,0.09615384615384616,121.54205801500002,2439.4606907999996,-15.6331412,30.74268045,4,0.0,0.0,126.30124243333334,147.18470270000003,43.469927,9,0.6666666666666666,0.16666666666666666,11,0.36363636363636365,0.0
20,6.0,Pitcher,21825130,NPB,ORI_BUF,Left,投手,先発,#11,山﨑　福也,"Yamasaki, Sachiya",4,Curveball,16,0.07692307692307693,108.74728900000001,2425.485087125,-27.5143833125,42.8507779,2,0.5,2.0,152.535908,152.535908,28.960797,8,0.5,0.25,8,0.125,0.0
21,6.0,Pitcher,21825130,NPB,ORI_BUF,Left,投手,先発,#11,山﨑　福也,"Yamasaki, Sachiya",5,Splitter,13,0.0625,130.8065752,1098.8153080769232,1.0472478615384615,-25.9739638,4,0.25,0.5,136.98221320000002,157.73728670000003,67.83192,4,1.0,0.25,9,0.5555555555555556,0.6
22,6.0,Pitcher,21825130,NPB,ORI_BUF,Left,投手,先発,#11,山﨑　福也,"Yamasaki, Sachiya",6,ChangeUp,36,0.17307692307692307,123.01336483333336,1845.0833685555558,32.706988038888895,-38.92313145,8,0.0,0.0,117.72482341666667,172.4881067,9.406581,13,0.6153846153846154,0.375,23,0.4782608695652174,0.36363636363636365
23,6.0,Pitcher,21825130,NPB,ORI_BUF,Left,投手,先発,#11,山﨑　福也,"Yamasaki, Sachiya",9,all,208,1.0,132.58159927115386,2054.256140451923,26.852482758653846,-20.815980549038464,49,0.24489795918367346,0.3877551020408163,130.25432518378375,173.4966751,87.060758,94,0.648936170212766,0.14754098360655737,114,0.3333333333333333,0.21052631578947367
24,7.0,Pitcher,71575132,NPB,CHU_DRA,Left,投手,先発,#11,小笠原　慎之介,"Ogasawara, Shinnosuke",0,Fastball,50,0.43103448275862066,144.83595838600002,2323.4994585,59.16422762,-16.544279332,15,0.3333333333333333,0.6666666666666666,138.97231005,165.6140507,61.917119,23,0.4782608695652174,0.0,27,0.3333333333333333,0.0
25,7.0,Pitcher,71575132,NPB,CHU_DRA,Left,投手,先発,#11,小笠原　慎之介,"Ogasawara, Shinnosuke",1,Sinker,2,0.017241379310344827,142.0566756,2219.1804125,57.0254257,-24.8817638,0,,,,,,2,0.5,1.0,0,,
26,7.0,Batter,71575132,NPB,CHU_DRA,Left,投手,先発,#11,小笠原　慎之介,"Ogasawara, Shinnosuke",1,Sinker,4,0.8,150.831549925,2157.84562275,35.9929938,43.17972695,0,,,,,,2,0.5,0.0,2,0.5,1.0
27,7.0,Batter,71575132,NPB,CHU_DRA,Left,投手,先発,#11,小笠原　慎之介,"Ogasawara, Shinnosuke",2,Cutter,1,0.2,149.19733150000002,2359.343816,15.6496004,4.5981112,1,0.0,0.0,,,,0,,,1,1.0,1.0
28,7.0,Pitcher,71575132,NPB,CHU_DRA,Left,投手,先発,#11,小笠原　慎之介,"Ogasawara, Shinnosuke",3,Slider,8,0.06896551724137931,125.74115496250002,2636.8230507499998,-13.182330125,13.672270724999999,0,,,,,,1,0.0,,7,0.0,
29,7.0,Pitcher,71575132,NPB,CHU_DRA,Left,投手,先発,#11,小笠原　慎之介,"Ogasawara, Shinnosuke",4,Curveball,30,0.25862068965517243,118.74352086333333,3147.5489646666674,-68.73227808,4.457681373333333,6,0.0,0.0,122.61265730000001,122.61265730000001,-2.433145,14,0.42857142857142855,0.5,16,0.25,1.0
30,7.0,Pitcher,71575132,NPB,CHU_DRA,Left,投手,先発,#11,小笠原　慎之介,"Ogasawara, Shinnosuke",6,ChangeUp,26,0.22413793103448276,132.0175689,1762.8236472692308,43.37521365384616,-33.631278353846156,6,0.16666666666666666,0.16666666666666666,122.1942344,141.3471164,7.446397,6,1.0,0.5,20,0.5,0.7
31,7.0,Pitcher,71575132,NPB,CHU_DRA,Left,投手,先発,#11,小笠原　慎之介,"Ogasawara, Shinnosuke",9,all,116,1.0,133.850025237069,2430.7569131465516,17.52233451724138,-13.00243210689655,27,0.2222222222222222,0.4074074074074074,136.03608628235293,165.6140507,61.917119,46,0.5217391304347826,0.2916666666666667,70,0.32857142857142857,0.4782608695652174
32,7.0,Batter,71575132,NPB,CHU_DRA,Left,投手,先発,#11,小笠原　慎之介,"Ogasawara, Shinnosuke",9,all,5,1.0,150.50470624,2198.1452614,31.92431512,35.4634038,1,0.0,0.0,,,,2,0.5,0.0,3,0.6666666666666666,1.0
