,PitcherId,PitcherTeam,Pitcher,Inning,Date,d_i,チーム,選手,背番号#,pos1,pos2,num_pit,num_fb,strike_fb,swg_fb,miss_fb,spdP_min,SpinRate_min,pitY_min,pitX_min,SpinAxis_min,relX_min,relY_min,relZ_min,spdP_ave,SpinRate_ave,pitY_ave,pitX_ave,SpinAxis_ave,relX_ave,relY_ave,relZ_ave,spdP_max,SpinRate_max,pitY_max,pitX_max,SpinAxis_max,relX_max,relY_max,relZ_max,spdP_std,SpinRate_std,pitY_std,pitX_std,SpinAxis_std,relX_std,relY_std,relZ_std,spdP_com,SpinRate_com,pitY_com,pitX_com,SpinAxis_com,relX_com,relY_com,relZ_com,rate_fb,strike%_fb,miss%_fb
1270,21525151,MIN_GIA,"Ohta, Ryu",all,all,,巨人,太田　龍,#33,投手,先発,32,14,7.0,3.0,2.0,137.0,1990.0,43.0,13.0,194.0,0.0,1.0,1.0,142.0,2121.0,50.0,23.0,206.0,0.0,1.0,1.0,146.0,2229.0,55.0,36.0,220.0,0.0,1.0,1.0,2.0,77.0,4.0,6.0,7.0,0.0,0.0,0.0,1.0268083059329918,1.0509121701434367,1.0950174066607306,1.5165527272019435,1.0649931249238085,1.1120792333547154,1.006267441554339,1.0352379976702264,0.4375,0.5,0.6666666666666666
1271,31935132,MIN_GIA,"Sakurai, Toshiki",3,1,,巨人,桜井　俊貴,#35,投手,中継ぎ,19,11,9.0,7.0,0.0,144.0,2159.0,27.0,37.0,222.0,0.0,1.0,1.0,146.0,2265.0,37.0,46.0,233.0,0.0,1.0,1.0,147.0,2330.0,48.0,51.0,243.0,0.0,1.0,1.0,0.0,52.0,6.0,4.0,6.0,0.0,0.0,0.0,1.0124953928087728,1.0377304326758097,1.1849218315163748,1.214149958663035,1.0688169277653936,1.22528274402299,0.9706873677659877,0.9691830185648894,0.5789473684210527,0.8181818181818182,0.0
1272,31935132,MIN_GIA,"Sakurai, Toshiki",4,5,,巨人,桜井　俊貴,#35,投手,中継ぎ,86,48,31.0,20.0,3.0,143.0,2072.0,25.0,10.0,198.0,0.0,1.0,1.0,146.0,2247.0,39.0,41.0,227.0,0.0,1.0,1.0,148.0,2453.0,51.0,49.0,244.0,0.0,1.0,1.0,1.0,75.0,5.0,6.0,7.0,0.0,0.0,0.0,1.0175712874169445,1.0923770896717746,1.2659555648217806,1.1713243847103902,1.074468522149897,1.182080190557299,1.0553474880181262,1.086283252898935,0.5581395348837209,0.6458333333333334,0.15
1273,31935132,MIN_GIA,"Sakurai, Toshiki",5,6,,巨人,桜井　俊貴,#35,投手,中継ぎ,91,48,31.0,21.0,3.0,143.0,2146.0,30.0,32.0,216.0,0.0,1.0,1.0,145.0,2251.0,41.0,41.0,226.0,0.0,1.0,1.0,147.0,2405.0,51.0,61.0,241.0,0.0,1.0,1.0,0.0,59.0,4.0,6.0,5.0,0.0,0.0,0.0,1.0107694717798872,1.0713459632587672,1.2560612188291875,1.4668634613936005,1.0593935945883046,1.125533329426635,1.0490413205100477,1.0581962837882608,0.5274725274725275,0.6458333333333334,0.14285714285714285
1274,31935132,MIN_GIA,"Sakurai, Toshiki",6,2,,巨人,桜井　俊貴,#35,投手,中継ぎ,33,18,8.0,6.0,0.0,143.0,2088.0,36.0,35.0,222.0,0.0,1.0,1.0,145.0,2213.0,42.0,43.0,227.0,0.0,1.0,1.0,148.0,2314.0,49.0,53.0,233.0,0.0,1.0,1.0,1.0,62.0,4.0,4.0,3.0,0.0,0.0,0.0,1.018069494834992,1.0305871861392346,1.2197116890664066,1.2593890560312555,1.0237782133284352,1.0351784381328315,1.0481718121361991,1.0525396171281693,0.5454545454545454,0.4444444444444444,0.0
1275,31935132,MIN_GIA,"Sakurai, Toshiki",all,all,,巨人,桜井　俊貴,#35,投手,中継ぎ,229,125,79.0,54.0,6.0,143.0,2072.0,25.0,10.0,198.0,0.0,1.0,1.0,146.0,2245.0,40.0,42.0,227.0,0.0,1.0,1.0,148.0,2453.0,51.0,61.0,244.0,0.0,1.0,1.0,1.0,66.0,5.0,6.0,6.0,0.0,0.0,0.0,1.018069494834992,1.0923770896717746,1.2659555648217806,1.4668634613936005,1.074468522149897,1.22528274402299,1.0553474880181262,1.086283252898935,0.5458515283842795,0.632,0.1111111111111111
1276,33935134,YOM_GIA,"Mercedes, Cristopher Crisostomo",1,2,,巨人,メルセデス,#42,投手,先発,40,27,17.0,9.0,1.0,136.0,1640.0,29.0,-25.0,136.0,0.0,1.0,1.0,142.0,2178.0,39.0,-10.0,163.0,0.0,1.0,1.0,147.0,2412.0,48.0,1.0,183.0,0.0,1.0,2.0,2.0,159.0,5.0,6.0,10.0,0.0,0.0,0.0,1.032693498582048,1.0839515247915217,1.167382031712751,-0.16757380549093617,1.109640492997247,0.7531974505065574,1.0356063756646334,1.0687902503034215,0.675,0.6296296296296297,0.1111111111111111
1277,33935134,YOM_GIA,"Mercedes, Cristopher Crisostomo",2,2,,巨人,メルセデス,#42,投手,先発,27,13,8.0,5.0,0.0,140.0,2083.0,36.0,-17.0,153.0,0.0,1.0,1.0,143.0,2254.0,40.0,-11.0,164.0,0.0,1.0,1.0,145.0,2379.0,47.0,-2.0,176.0,0.0,1.0,1.0,1.0,78.0,2.0,5.0,6.0,0.0,0.0,0.0,1.0248773138841638,1.0693235880975147,1.144125101321961,0.21044526898848623,1.0695883219424107,0.9510896074493157,1.0126815877271758,1.0438346481957332,0.48148148148148145,0.6153846153846154,0.0
1278,33935134,YOM_GIA,"Mercedes, Cristopher Crisostomo",3,2,,巨人,メルセデス,#42,投手,先発,23,13,8.0,5.0,2.0,138.0,1814.0,34.0,-21.0,149.0,0.0,1.0,1.0,143.0,2209.0,38.0,-12.0,161.0,0.0,1.0,1.0,147.0,2327.0,44.0,0.0,181.0,0.0,1.0,1.0,3.0,127.0,3.0,7.0,10.0,0.0,0.0,0.0,1.0361127966512087,1.0456301675747288,1.0840534995349413,-0.07889257132608306,1.0991466798955474,0.9506155547827938,1.0219420334523839,1.0515603782418175,0.5652173913043478,0.6153846153846154,0.4
1279,33935134,YOM_GIA,"Mercedes, Cristopher Crisostomo",4,2,,巨人,メルセデス,#42,投手,先発,51,28,15.0,7.0,0.0,139.0,1831.0,29.0,-30.0,136.0,0.0,1.0,1.0,142.0,2247.0,40.0,-9.0,166.0,0.0,1.0,1.0,146.0,2343.0,47.0,5.0,188.0,0.0,1.0,1.0,2.0,92.0,3.0,7.0,11.0,0.0,0.0,0.0,1.0320691040381624,1.0530248624076166,1.1644252706105624,-0.5620830307560901,1.1431810643251124,0.8380032151536821,1.0311068991146053,1.0522431470647715,0.5490196078431373,0.5357142857142857,0.0
