,チーム,選手,背番号#,pos1,pos2,pt,pt_rate,PitcherId,PitcherThrows,PitcherTeam,Pitcher,num_all,num,strike,swg,miss,spdP_ave,SpinRate_ave,pitY_ave,pitX_ave,SpinAxis_ave,relX_ave,relY_ave,relZ_ave,spdP_max,SpinRate_max,pitY_max,pitX_max,SpinAxis_max,relX_max,relY_max,relZ_max,spdP_std,SpinRate_std,pitY_std,pitX_std,SpinAxis_std,relX_std,relY_std,relZ_std,spdP_com,SpinRate_com,pitY_com,pitX_com,SpinAxis_com,relX_com,relY_com,relZ_com,str%,miss%
10,オリックス,山下　舜平大,#12,投手,先発,ChangeUp,0.03296703296703297,43345153,Right,MIN_BUF,"Yamashita, Shunpeita",182,6,4,4,2.0,134.59791053333333,971.7648928333333,26.291857499999995,16.803293800000002,215.3191496666667,0.623325652,1.837307476,1.8103768720000002,135.2954162,1099.225355,34.2399112,32.805928800000004,251.373422,0.69575172,1.849840344,1.8641232720000005,0.641889791519695,78.60139119138181,8.189331348053397,10.85694705116354,24.37297559589316,0.04670514856178599,0.00932002274968521,0.029666547964396453,0.9078675172562017,0.40849880788409154,0.5143196283496813,0.6644034404778952,1.0379629787958513,1.025419246404372,0.9800774689210193,0.9727199404461427,0.6666666666666666,0.5
11,オリックス,宮城　大弥,#13,投手,先発,Fastball,0.4962825278810409,71875151,Left,ORI_BUF,"Miyagi, Hiroya",538,267,164,111,17.0,146.37925750786522,2288.853438254682,40.81286983146068,-47.850719050187266,128.23971077153556,-0.9893536533932584,1.5428870290337078,1.6022022049438205,152.2073231,2459.373363,55.7368202,-30.209413800000004,147.292165,-0.6314480640000001,1.627122984,1.7866065360000003,2.1554795792766823,70.96792791944135,5.148370228779295,5.19865554853779,5.848696941064456,0.07818940331969099,0.03447115722008959,0.054645089783660485,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6142322097378277,0.15315315315315314
12,オリックス,宮城　大弥,#13,投手,先発,Slider,0.27137546468401486,71875151,Left,ORI_BUF,"Miyagi, Hiroya",538,146,109,79,18.0,127.89351508356164,2655.086501678082,2.1539654068493155,39.558705124657536,269.9777239178082,-1.0011063516164385,1.5368385726575342,1.4514535707945206,145.6023303,2921.910742,36.2439204,65.9862282,303.754934,-0.694416696,1.6218499440000005,1.621008696,3.5248864478432695,142.1001005644018,8.646390368499056,13.583481185157302,22.060687093363523,0.08014275048539676,0.02842750513341188,0.062196067182455524,0.8737133748385744,1.1600072146614437,0.052776622073974495,-0.8267107769721743,2.1052583657084574,1.0118791679627108,0.9960797801379135,0.9059116048622678,0.7465753424657534,0.22784810126582278
13,オリックス,宮城　大弥,#13,投手,先発,Curveball,0.05204460966542751,71875151,Left,ORI_BUF,"Miyagi, Hiroya",538,28,26,21,4.0,105.8937457,2318.0640184285717,-18.285738492857142,49.53132896428571,296.56891342857153,-0.9435961388571429,1.5488249802857144,1.4540923782857142,112.67977840000002,2501.49446,-0.0601979999999999,64.4067292,304.768073,-0.774670536,1.6030895040000002,1.673071584,3.184034809297596,93.45917715627054,5.712624850094388,6.505146668583128,6.540138416761674,0.07927040897698115,0.023465541484909157,0.10805080366524113,0.7234204319851133,1.0127621016206978,-0.44803853706855834,-1.0351219364610964,2.3126137110284155,0.9537500929226089,1.0038485975578688,0.9075585926663361,0.9285714285714286,0.19047619047619047
14,オリックス,宮城　大弥,#13,投手,先発,Splitter,0.01486988847583643,71875151,Left,ORI_BUF,"Miyagi, Hiroya",538,8,5,4,2.0,131.9038888125,1385.099442,20.326626225,-41.243437325,111.75300637499998,-0.976399368,1.5421874160000002,1.5727683810000002,140.491015,1475.988452,27.8202136,-37.1129306,121.654784,-0.8309335680000001,1.5835122,1.712628528,7.339456184679653,46.13365965458267,8.45894374107857,3.7102471446680303,11.422195760686598,0.08968485612139834,0.034010387999714765,0.08432479912819564,0.9011105197429532,0.6051499055597807,0.49804452146933265,0.8619188623214346,0.871438384433763,0.986906314694621,0.9995465558912983,0.9816291452770455,0.625,0.5
15,オリックス,宮城　大弥,#13,投手,先発,ChangeUp,0.1654275092936803,71875151,Left,ORI_BUF,"Miyagi, Hiroya",538,89,48,45,20.0,123.42657688089888,1365.022015988764,17.981298424719103,-39.51232618876404,108.47046546067418,-1.0032949542471912,1.5082159148764047,1.6139771997303372,137.4416106,1520.520786,44.1573158,-23.4578144,149.067482,-0.7845643440000001,1.58433516,1.869603576,4.073404990444696,66.31797791153211,11.74178143746167,5.7812751437524295,16.15668922848023,0.048403728059335356,0.03335065391603655,0.058506521240170035,0.8431971782222419,0.5963780787247057,0.44057912366795104,0.8257415347786589,0.8458414699165914,1.0140913219515764,0.9775284168543323,1.0073492563861062,0.5393258426966292,0.4444444444444444
16,オリックス,平野　佳寿,#16,投手,抑え,Fastball,0.5921052631578947,81285112,Right,ORI_BUF,"Hirano, Yoshihisa",152,90,63,45,8.0,145.83855093111114,2287.4889997888886,54.85434645121952,30.204574170731707,210.1353374878049,0.6305653293333334,1.9131397856000003,1.7794819376000002,149.1957859,2467.987186,66.332735,50.207621200000006,228.868387,0.756126504,2.01463656,1.890192816,1.9725622786645032,73.63942889017639,4.17044066678899,5.691426861855645,5.2462284181670835,0.05624610194364584,0.030557894718209116,0.04495109885451858,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7,0.17777777777777778
17,オリックス,平野　佳寿,#16,投手,抑え,Slider,0.013157894736842105,81285112,Right,ORI_BUF,"Hirano, Yoshihisa",152,2,1,0,0.0,125.28396125,2215.032506,13.5680069,-21.4553673,122.1971235,0.6449979480000001,1.861722972,1.73346618,125.9816628,2286.038307,16.219398599999998,-9.197213,142.774156,0.6720596160000001,1.867259664,1.742718384,0.9866989944987271,100.41736678136479,3.7496341013034544,17.335648060722075,29.100318434891957,0.038270977906037965,0.00783006491708271,0.013084592378642658,0.8590592847372682,0.9683248777171931,0.24734606786475272,-0.7103350366313157,0.5815162978339693,1.0228883796734045,0.9731243822395994,0.9741409245985031,0.5,
18,オリックス,平野　佳寿,#16,投手,抑え,Curveball,0.03289473684210526,81285112,Right,ORI_BUF,"Hirano, Yoshihisa",152,5,2,1,0.0,117.30009522,2288.7415439999995,-23.54053204,-52.82294743999999,62.213008,0.6360133584,1.8468514752,1.5945093840000002,120.81842500000002,2349.788029,-6.612000999999999,-47.97623120000001,77.23138,0.709479912,1.901290584,1.701131472,2.8992232434773824,39.58345910970958,9.859354170644467,6.862027223341484,9.250043079282092,0.049792347298415224,0.035338782688388894,0.0756463152198695,0.804314733457605,1.0005475629440084,-0.42914615819794616,-1.7488393361024615,0.296061617925688,1.0086399121759937,0.9653510366054037,0.8960525815454616,0.4,0.0
19,オリックス,平野　佳寿,#16,投手,抑え,Splitter,0.3618421052631579,81285112,Right,ORI_BUF,"Hirano, Yoshihisa",152,55,33,24,10.0,136.08554331272725,1351.8964277090906,9.70966904347826,38.01115245652174,260.59355365217385,0.6592814024727273,1.8993421915636364,1.6700063489454542,139.644799,1557.69978,22.6052126,59.0380328,285.634345,0.7924403760000001,1.972507104,1.79134008,1.837886244731818,121.09626542925909,6.218079811277657,7.420480945442617,9.071333956871749,0.04761336709718548,0.028624328507882175,0.042807345758817936,0.933124626128582,0.5909958158635327,0.1770081984681525,1.258456823183908,1.24012246948849,1.0455402030583476,0.9927879843698736,0.9384789548343512,0.6,0.4166666666666667
20,オリックス,増井　浩俊,#17,投手,中継ぎ,Fastball,0.4838709677419355,81285131,Right,MIN_BUF,"Masui, Hirotoshi",93,45,34,24,0.0,144.50286738222226,2322.6411806666665,52.967931768888896,32.28755600444444,212.90370044444447,0.5565161674666668,1.733839898666667,1.757699304,147.7733992,2462.110376,64.798829,43.6889144,222.774987,0.6238219680000001,1.768077744,1.861541616,1.2353478097085522,74.67814649659448,4.013472924191531,4.445755308849932,4.059030952355677,0.03542699379848407,0.01785959854672052,0.032720715663509384,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7555555555555555,0.0
21,オリックス,増井　浩俊,#17,投手,中継ぎ,Slider,0.25806451612903225,81285131,Right,MIN_BUF,"Masui, Hirotoshi",93,24,18,9,4.0,126.6200217625,2168.1852557083334,3.2695515000000004,-4.617369691666666,140.13126225,0.539983807,1.7206000640000003,1.7327891430000004,130.70921850000002,2338.352994,12.8997964,6.0114942000000005,350.114083,0.5893429920000001,1.750378008,1.81543452,2.5013377513480535,76.63090564147974,4.390449157926805,7.09433796107297,91.5446495352948,0.029669500071168597,0.018714126851498213,0.04542648409442012,0.8762457386231608,0.9334998766731589,0.06172699954126575,-0.14300771761823897,0.6581908250418885,0.9702931173735272,0.9923638655005873,0.9858279735656085,0.75,0.4444444444444444
22,オリックス,増井　浩俊,#17,投手,中継ぎ,Curveball,0.07526881720430108,81285131,Right,MIN_BUF,"Masui, Hirotoshi",93,7,3,2,1.0,112.03782770000001,2209.526526714286,-28.147100714285717,-29.506828028571427,41.72357728571428,0.46467979200000004,1.7350975131428572,1.6007320937142862,113.8293506,2297.663217,-13.574014,-14.944699600000002,65.444008,0.498826536,1.760253528,1.659288528,1.7581476762697958,86.71875157495579,10.99575391333498,8.433215274947685,14.740460287894196,0.025636628646579562,0.015729567826788637,0.03520527844890405,0.7753329032817772,0.9512991266606607,-0.531398900698972,-0.9138761702654038,0.1959739412636546,0.8349798607204572,1.0007253348346392,0.910697347419719,0.42857142857142855,0.5
23,オリックス,増井　浩俊,#17,投手,中継ぎ,Splitter,0.17204301075268819,81285131,Right,MIN_BUF,"Masui, Hirotoshi",93,16,4,4,2.0,129.4255514125,1629.9398837499998,28.464678275,47.7947085125,242.623572,0.523250541,1.742085924,1.742116404,133.307839,1772.696548,49.0609382,58.672222,262.192212,0.5954389920000001,1.777035816,1.819954704,2.310051082968858,83.31113620257082,9.887688613715223,7.187555869335427,11.244928237249479,0.02881454573148006,0.020534929597168773,0.04752688352834771,0.8956607834649987,0.7017613815329663,0.53739455788453,1.4802826360075372,1.1395930248911323,0.9402252290026071,1.0047559323901094,0.9911344904304519,0.25,0.5
24,オリックス,増井　浩俊,#17,投手,中継ぎ,ChangeUp,0.010752688172043012,81285131,Right,MIN_BUF,"Masui, Hirotoshi",93,1,0,0,0.0,127.6256982,1514.092071,33.7616292,37.878512,231.313897,0.46646592,1.74159672,1.7222510640000002,127.6256982,1514.092071,33.7616292,37.878512,231.313897,0.46646592,1.74159672,1.7222510640000002,,,,,,,,,0.8832052990507051,0.6518837621596854,0.6373975360659663,1.1731613255207658,1.086471942559587,0.8381893416024424,1.0044737817714877,0.9798325914339671,0.0,
25,オリックス,山本　由伸,#18,投手,先発,Fastball,0.4181494661921708,53355134,Right,ORI_BUF,"Yamamoto, Yoshinobu",562,235,165,117,35.0,152.63654067319152,2329.6518127982836,51.551775365106394,34.967286136170216,215.4444276425532,0.5347290058212766,1.6558070375489362,1.8776923584,156.8833427,2592.099987,74.44483460000001,57.3597278,227.57316,0.65786508,1.7328672480000002,1.9988326800000005,1.680346203473719,90.07286632222326,6.734504915603433,7.365699485304371,5.521589834458607,0.04087584672242718,0.02655983885615573,0.04050105009896477,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7021276595744681,0.29914529914529914
26,オリックス,山本　由伸,#18,投手,先発,Sinker,0.008896797153024912,53355134,Right,ORI_BUF,"Yamamoto, Yoshinobu",562,5,4,2,0.0,153.34343570000001,2247.1443811999998,40.57917208,37.3382794,224.51548859999997,0.5460449328,1.6477536768,1.882984296,154.7261359,2330.958831,44.801536000000006,44.0582304,230.923043,0.6100358640000001,1.669356072,1.98435468,1.0899999853619142,69.9192706834561,3.229347523702816,4.953425714133235,4.110317463037779,0.05910220800732256,0.020812577362225238,0.06372570051138593,1.0046312306587322,0.964583792674503,0.7871537263771256,1.0678060417556174,1.042103947902968,1.021161984585713,0.9951362927162953,1.00281831982557,0.8,0.0
27,オリックス,山本　由伸,#18,投手,先発,Cutter,0.09430604982206406,53355134,Right,ORI_BUF,"Yamamoto, Yoshinobu",562,53,42,32,5.0,146.90909652075473,2483.423336528302,30.502161739622643,5.123563396226415,181.18503262264153,0.5792395621132076,1.6304425435471697,1.8540808596226417,153.36795600000002,2821.670317,46.718728,27.8059134,214.419956,0.7084283520000001,1.7001744,1.965643008,3.066996628592025,119.85312997520934,11.038076697947195,10.041337527088107,32.05006657073059,0.04413643563388797,0.03174108787735509,0.0529498829117349,0.9624765857036831,1.066006225859698,0.5916801414421994,0.14652447937406823,0.8409826821942599,1.0832394648642043,0.9846814916070696,0.9874252570333311,0.7924528301886793,0.15625
